"Interest.Rate","FICO.Score","Loan.Length","Monthly.Income","Loan.Amount"
"66",7.9,725,36,5500,5300
"72",8.9,715,36,5500,7500
"73",11.83,735,36,4583.33,17000
"80",7.9,725,36,5416.67,18550
"81",13.06,710,36,5883.33,7450
"86",11.12,725,36,6666.67,16000
"98",11.14,735,36,12500,12000
"105",10.65,720,36,7083.33,15000
"107",6.03,715,36,14583.33,20000
"108",13.11,710,36,8233.33,20000
"110",14.09,710,36,4000,18825
"116",10.99,710,36,7500,8000
"117",10.16,725,36,3333.33,10000
"120",7.66,735,36,9000,5000
"122",8.9,735,36,10416.67,35000
"131",9.76,730,36,4683.33,1400
"135",9.91,725,36,7916.67,25000
"141",9.76,720,36,1100,3000
"143",9.63,735,36,4190,10000
"146",13.11,725,36,2625,8000
"148",7.51,735,36,7500,12000
"149",14.11,725,36,2500,3600
"152",8.9,720,36,7083.33,16000
"153",10.75,715,36,8400,10800
"155",13.98,710,60,3916.67,10000
"167",12.53,715,36,3666.67,17500
"168",15.31,710,60,5258.5,18000
"169",15.27,720,60,2748,15000
"173",8.9,725,36,5000,12000
"179",7.62,730,36,3833.33,1200
"180",11.14,720,36,4333.33,2500
"190",12.69,730,60,6541.67,20800
"195",8.9,730,36,4916.67,20000
"199",7.88,725,36,5708.33,9000
"204",10,715,36,15416.67,6000
"207",7.9,730,36,4541.67,16350
"211",7.9,735,36,4500,14500
"216",13.11,730,36,10416.67,14000
"220",10.65,725,36,3750,24000
"222",12.12,710,36,5000,7500
"224",7.9,720,36,6750,6500
"227",12.12,710,36,4166.67,12000
"228",7.51,730,36,1500,2000
"237",13.11,720,36,1779.17,6250
"248",8.49,715,36,4166.67,10000
"249",12.12,710,36,5000,12000
"250",7.9,725,36,3500,8000
"252",7.49,730,36,8237.5,12500
"262",14.65,720,36,14166.67,35000
"263",7.9,730,36,5000,15000
"267",7.62,730,36,8315.67,6000
"268",6.91,725,36,65000,4500
"272",10.36,715,36,2916.67,5000
"278",12.69,715,36,2083.33,3000
"279",10.74,715,60,3500,12000
"280",13.99,720,60,4166.67,20000
"290",10.36,730,36,1800,1000
"302",9.88,730,36,4500,10000
"313",12.99,715,60,5666.67,15000
"320",9.91,730,36,5500,25000
"330",5.79,730,36,6400,6500
"332",15.31,710,60,8333.33,20000
"333",12.12,710,36,5166.67,12000
"336",11.49,715,60,2944,7200
"337",10.16,710,36,6091.83,8500
"342",7.9,720,36,2298.75,5000
"343",12.12,720,36,3750,20000
"344",15.31,710,36,5000,12300
"353",9.62,710,36,3275,7000
"357",10.16,715,36,3168,4000
"361",13.06,710,60,3678.08,9000
"362",16.49,710,60,6000,20000
"365",10.59,735,36,3833.33,10000
"368",15.31,710,60,5734.08,18000
"370",13.11,735,60,4583.33,25975
"375",10.16,710,36,5000,12000
"382",14.91,715,36,6250,20000
"385",13.99,725,60,4364.58,18000
"387",8.9,720,36,5166.67,4000
"389",10.25,720,36,2400,6250
"401",7.29,735,36,5833.33,10000
"404",8.9,715,36,2083.33,10000
"405",7.9,730,36,5833.33,18000
"419",6.91,730,36,4166.67,10000
"420",8.9,715,36,2870.42,10000
"423",14.09,725,36,1833.33,2350
"424",7.29,730,36,6083.33,10000
"425",15.8,735,60,5458.33,25000
"429",11.14,715,36,2916.67,11500
"433",7.9,715,36,3750,6000
"434",16.29,710,60,3166.67,18225
"435",10.38,735,36,6312,15000
"437",12.12,715,60,7083.33,27000
"439",10.16,725,36,1403.33,4950
"440",10,730,36,6250,21000
"446",9.99,730,60,6400,5000
"447",10.16,730,36,11250,5350
"449",10.16,720,36,5416.67,24000
"453",9.91,730,36,2333.33,13000
"454",7.62,730,36,2512,7550
"459",12.87,720,36,6666.67,25000
"460",14.33,725,36,11208.33,24000
"464",17.27,725,60,6000,24400
"465",7.9,720,36,3166.67,14675
"469",10.99,730,60,5416.67,16800
"475",10.38,730,36,6000,11875
"486",11.71,720,36,4583.33,20000
"488",11.12,715,36,6333.33,7000
"493",7.9,725,36,7500,15000
"497",16,725,36,4700,6700
"511",14.09,735,60,4166.67,16000
"512",7.9,730,36,3162.25,14000
"514",12.21,725,36,6000,20000
"518",11.36,710,36,15416.67,20000
"520",12.12,715,60,9583.33,6000
"521",10,715,36,5000,12000
"540",7.49,730,36,5666.67,8000
"545",10.75,720,36,6000,6000
"548",14.65,725,60,6733.33,20400
"550",11.14,715,36,6250,16100
"556",13.98,720,60,5416.67,25000
"558",14.65,710,36,2791.67,10000
"563",7.9,710,36,8666.67,5000
"567",8.94,720,36,4500,3000
"572",11.49,730,36,3125,5000
"576",7.29,725,36,5416.67,5000
"577",11.71,730,60,4791.67,19000
"580",7.62,720,36,1083.33,6075
"589",7.51,735,36,3500,3000
"594",11.14,720,36,4416.67,10750
"611",16.29,725,60,7055,32000
"617",10.65,720,36,9083.33,15000
"621",6.62,735,36,3583.33,9500
"627",9.76,710,36,8750,14000
"632",14.33,710,36,2916.67,10050
"633",7.9,720,36,1500,4800
"636",10.16,720,36,4750,18200
"637",13.35,710,36,9160,20000
"639",11.83,715,36,4833,9000
"640",18.25,725,60,8083.33,35000
"641",7.51,735,36,6000,1900
"642",13.67,710,36,5166.67,20000
"645",12.12,710,36,8750,12000
"646",8.63,730,36,7500,10000
"647",7.9,730,36,2833.33,11575
"648",6.62,720,36,8161.33,20000
"652",6.91,735,36,9208,20000
"653",13.99,720,60,6083.33,22000
"656",7.66,725,36,6354,10400
"657",15.28,720,60,3000,15875
"658",12.12,730,60,8333.33,18000
"659",8.9,710,36,5000,8000
"665",7.9,735,36,4166.67,3600
"678",11.49,725,60,4166.67,12800
"679",7.9,725,36,5166.67,8000
"680",9.99,710,36,2333.33,3000
"681",7.9,725,36,12500,7000
"685",7.9,720,36,4416.67,6000
"696",10.62,720,36,5000,12000
"698",11.83,725,36,4810.08,16500
"714",8.9,715,36,4000,14675
"715",11.14,710,36,3200,5000
"722",19.72,710,60,8333.33,23750
"725",17.27,710,60,3583.33,16950
"726",11.14,715,36,4333.33,3000
"728",7.49,715,36,5833.33,6000
"737",6.99,735,36,5833.33,11600
"738",13.99,715,60,4166.67,12000
"739",11.26,720,36,7666.67,13000
"746",17.27,725,36,5833.33,8000
"752",7.9,720,36,1916.67,6250
"762",10.74,720,36,2166.67,13000
"764",9.91,730,36,3333.33,17475
"771",12.69,720,60,22916.67,25000
"774",10.65,720,36,4000,7800
"775",7.9,710,36,7083.33,25000
"777",12.99,710,60,9166.67,12000
"780",16.29,710,60,5083.33,16000
"783",10.16,730,36,3400,2200
"784",10.25,730,36,8333.33,14000
"786",9.91,730,36,4750,11425
"788",8.49,730,36,6333.33,5425
"795",13.99,725,60,3500,16400
"800",9.76,710,36,5416.67,10000
"802",13.85,720,36,6620,5525
"805",11.48,715,36,3833.33,4000
"806",13.11,735,36,5000,13000
"815",11.14,725,36,2500,10000
"820",14.91,720,60,4407,15000
"828",7.49,730,36,2900,6250
"829",9.91,725,36,3333.33,18000
"831",14.09,710,36,4583.33,20000
"837",13.99,730,60,3750,21850
"848",11.71,720,36,10416.67,20000
"854",10.36,720,36,8533.33,25000
"862",10.99,720,36,12083.33,12000
"863",19.05,735,36,13750,35000
"870",12.12,715,36,2250,13475
"874",6.54,725,36,7500,9500
"878",14.27,735,60,4833.33,27000
"892",13.67,730,60,7500,10800
"895",7.62,725,36,4333.33,3500
"896",12.53,725,36,18750,24250
"897",14.33,715,60,5000,19000
"908",16.29,735,60,13666.67,30000
"909",6.54,730,36,6916.67,10000
"910",7.9,720,36,7500,6000
"918",7.62,735,36,7666.67,11000
"924",8.9,730,36,7083.33,20000
"926",11.83,730,36,5417,8000
"929",14.33,710,36,4333.33,20675
"935",10.59,720,36,9000,21600
"937",7.9,710,36,10416.67,6000
"938",7.62,720,36,4333.33,8500
"943",15.23,730,60,8917,25000
"944",13.99,710,60,3083,5000
"947",6.62,730,36,3000,5375
"954",11.71,725,36,7250,16500
"959",13.11,710,36,6250,24175
"960",7.9,720,36,3583.33,2800
"963",10.16,710,36,2946.67,7125
"967",12.12,710,36,4166.67,10000
"970",12.69,725,60,10000,24000
"975",13.48,710,36,3800,5000
"989",12.69,710,36,4583.33,24000
"993",7.66,725,36,3600,4000
"1000",8.63,730,36,2600,5000
"1004",10.74,720,36,2083.33,8400
"1007",12.12,720,36,3166.67,15000
"1008",13.23,735,60,3500,17500
"1017",10,735,60,4000,5000
"1018",8.9,715,36,2583.33,10300
"1026",8.9,725,36,5750,16000
"1028",6.62,735,36,13166.67,10000
"1034",14.65,730,60,4583.33,15000
"1043",10.16,710,36,8054.5,12000
"1047",11.71,720,36,5500,10000
"1048",13.11,710,36,4958.33,10000
"1052",12.41,720,36,3750,16750
"1058",10.25,730,36,5916.67,10000
"1062",9.91,720,36,7916.67,21200
"1066",11.14,735,60,6250,24925
"1071",18.49,715,60,7666.67,25000
"1075",12.18,715,36,5292,17000
"1078",8.9,715,36,3000,5000
"1080",13.23,730,60,5683,12000
"1083",18.64,720,60,5833.33,30000
"1087",10.16,710,36,4285.5,10000
"1089",10.16,715,36,5850,18775
"1091",13.99,720,60,4416.67,25450
"1097",7.9,720,36,5000,9975
"1099",10.59,710,36,8333.33,10000
"1104",9.76,725,36,3833.33,19000
"1105",11.89,720,36,1750,6500
"1110",9.2,730,36,13750,10000
"1118",8.9,725,36,3333.33,17325
"1119",18.49,720,60,8606.56,25000
"1132",10.65,720,36,3200,14000
"1134",13.49,720,60,2500,10000
"1142",13.98,715,60,3145.83,14000
"1144",12.12,715,36,3583.33,19200
"1148",17.99,715,60,14000,35000
"1152",11.99,720,60,4166.67,12000
"1163",12.12,710,36,10416.67,12000
"1166",10.16,710,36,5925,18000
"1169",7.9,715,36,2100,6000
"1172",7.9,725,36,3333.33,10625
"1175",13.11,715,36,4833.33,25800
"1177",11.58,715,36,3333.33,12000
"1179",12.12,710,36,3816.67,10000
"1184",11.83,720,36,10250,12000
"1186",7.9,710,36,7247,3500
"1189",17.58,725,60,7110.42,10400
"1191",14.33,720,60,5000,18800
"1195",19.99,710,60,4416.67,3000
"1198",7.88,730,36,5500,6000
"1203",7.9,730,36,6666.67,10000
"1207",13.11,710,36,3166.67,14675
"1210",12.69,735,60,4500,20000
"1215",14.27,710,60,5333.33,21000
"1229",11.49,725,36,25000,25000
"1232",16.49,710,60,5000,20000
"1233",7.91,730,36,3166.67,5600
"1235",8.9,715,36,12500,6000
"1237",14.09,710,36,4583.33,24375
"1238",12.12,715,36,6500,25225
"1240",17.77,710,36,8333.33,30225
"1242",15.65,735,60,6308.75,35000
"1243",9.76,725,36,2375,7575
"1245",15.81,725,60,10000,24000
"1252",7.9,730,36,7258.33,20000
"1259",10.59,730,36,5150,15000
"1266",10.16,715,36,11000,4325
"1269",10.16,720,36,6250,12000
"1279",12.12,715,36,5791.67,24000
"1284",7.9,725,36,4166.67,5000
"1295",7.9,725,36,5500,5000
"1298",12.12,715,36,3916.67,22000
"1310",7.62,735,36,7416.67,10000
"1314",7.9,715,36,6000,7000
"1318",14.65,710,36,4000,15775
"1320",9.91,710,36,4166.67,3000
"1327",6.62,730,36,6166.67,2500
"1329",8.9,730,36,12500,9000
"1333",10.16,710,36,8333.33,7550
"1335",11.26,730,36,4333.33,12500
"1337",13.11,720,36,7238.92,20000
"1338",14.61,730,36,3000,15000
"1339",8.9,730,36,10500,18000
"1360",12.99,725,60,3167,14675
"1370",11.14,720,36,1833.33,1750
"1375",7.9,720,36,5416.67,5875
"1378",9.62,730,60,6666.67,12000
"1379",12.12,720,36,13933.33,35000
"1380",5.79,735,36,2800,4800
"1382",13.06,735,36,11500,25000
"1386",8.9,720,36,10000,13600
"1391",13.11,725,60,3750,11575
"1393",7.62,735,36,2500,5000
"1395",7.9,720,36,6250,7000
"1396",14.5,715,36,6916.67,20000
"1397",6.92,735,36,4583.33,7000
"1399",7.9,725,36,7750,6000
"1400",7.66,735,36,21666.67,14000
"1403",7.29,720,36,11667,12000
"1409",7.49,715,36,2462.75,6000
"1411",8.9,730,36,3000,2000
"1416",13.11,715,36,7916.67,6950
"1419",7.88,725,36,5833.33,5000
"1424",12.61,725,60,5166.67,12800
"1427",12.42,730,36,27083.33,28000
"1428",21,710,60,8666.67,30000
"1431",10.65,720,36,5833.33,12000
"1434",11.11,720,60,1820,7500
"1438",10.38,725,36,10533.33,13000
"1440",6.62,710,36,10833.33,20800
"1444",12.12,715,36,6250,16000
"1445",7.9,720,36,3320.83,11700
"1450",8.9,715,36,7083.33,2200
"1455",7.49,735,36,3166.67,10000
"1476",8.9,720,36,3416.67,5375
"1480",16.77,730,60,4416.67,26000
"1483",14.42,720,36,5833.33,18000
"1493",7.9,730,36,5416.67,12000
"1508",11.71,725,60,4000,12000
"1512",10.16,725,36,4000,19125
"1514",7.9,725,36,9166.67,8975
"1519",12.12,710,36,3941,18550
"1529",7.62,735,36,10416.67,4200
"1530",11.89,715,36,5000,15000
"1531",6.54,725,36,3333.33,1775
"1533",12.69,730,60,6250,14400
"1534",8.49,735,36,5416.67,16000
"1540",12.12,725,36,2833.33,11325
"1548",10.74,715,36,3200,13000
"1549",9.33,715,36,15000,5000
"1550",7.51,735,36,6400,6400
"1555",8.9,715,36,2583.33,2500
"1557",9.76,730,36,2500,14600
"1562",7.51,735,36,3750,12300
"1565",10.74,715,36,1100,1000
"1570",10.16,710,36,2333.33,6000
"1575",17.77,710,36,10192,30000
"1576",16.29,720,60,6250,20700
"1584",12.12,730,60,7583.33,18000
"1587",17.77,725,36,3291.67,8000
"1588",7.88,735,36,2000,1750
"1594",17.27,710,60,3916.67,20675
"1599",7.9,730,36,6666.67,5000
"1601",7.91,720,36,8500,11200
"1607",14.33,720,60,7083.33,20000
"1613",11.99,725,60,4167,5000
"1620",11.48,735,36,3833.33,8000
"1628",7.9,735,36,3083.33,17000
"1632",12.12,710,36,11166.67,12000
"1634",7.62,730,36,8333.33,7200
"1636",17.27,710,60,6737.5,19750
"1637",14.91,725,60,3476.8,21000
"1639",7.49,725,36,1482.92,2650
"1647",7.14,730,36,4916.67,3000
"1648",10.25,720,36,9166.67,15000
"1656",7.9,720,36,3333.33,5000
"1676",11.14,715,36,6650,20000
"1677",7.88,710,36,3750,4800
"1680",6.62,730,36,3416.67,7300
"1681",7.9,730,36,3000,8450
"1694",11.71,725,36,7167.92,2200
"1699",11.86,730,60,6166.67,15000
"1703",6.91,715,36,1500,3600
"1704",7.62,730,36,14166.67,28000
"1707",13.67,710,36,10700,21000
"1716",18.25,720,60,4416.67,26500
"1718",8.9,735,36,17500,20000
"1723",11.99,725,36,7000,23000
"1730",7.88,715,36,6000,1000
"1734",14.09,720,36,2666.67,10750
"1742",7.9,720,36,7000,7275
"1744",11.86,730,36,5250,25000
"1749",6.62,730,36,12500,12000
"1750",13.67,710,36,5000,4200
"1758",13.98,720,60,10833.33,25000
"1761",11.48,715,36,3750,9000
"1762",16.02,710,60,7388.42,15800
"1768",8.88,725,36,6041.67,22000
"1772",8.9,720,36,5416.67,7000
"1777",10.65,710,36,2833.33,10000
"1782",11.99,715,60,7291.67,13075
"1783",7.9,710,36,2916.67,7000
"1788",10.74,725,60,8000,9600
"1790",6.91,715,36,5166.67,1500
"1794",7.9,710,36,9125,16750
"1797",13.99,715,60,4166.67,12000
"1803",10.99,725,36,7333.33,5000
"1808",18.55,715,60,6500,27000
"1809",13.11,720,60,4853.33,20000
"1810",10.16,710,36,4166.67,10000
"1811",8.49,715,36,6666.67,10000
"1826",14.33,710,36,5416.67,25000
"1828",7.9,720,36,6333.33,4800
"1829",14.33,725,60,3333.33,16475
"1830",7.9,725,36,3750,8000
"1837",7.9,725,36,2883.33,6000
"1840",10.74,720,36,3750,10000
"1848",8.9,715,36,4154.17,12500
"1854",7.62,725,36,1750,5000
"1862",7.62,730,36,11250,28000
"1871",10.38,715,36,4200,5000
"1874",11.71,710,36,5800,10000
"1883",7.9,725,36,6500,9600
"1887",12.69,730,36,1600,4000
"1890",7.29,725,36,2208.33,1900
"1893",12.69,730,60,4500,15000
"1897",7.88,735,36,3090.5,7300
"1902",11.14,715,36,4000,11100
"1905",12.12,715,36,8750,24000
"1910",11.14,715,36,5100,18000
"1917",7.9,720,36,3458.33,3000
"1923",7.9,710,36,1300,1200
"1927",16.29,715,60,4628,21850
"1931",14.27,720,60,3302,13000
"1938",10.38,720,36,2800,8000
"1939",10.65,735,36,18750,35000
"1947",17.49,710,60,4166.67,13800
"1949",10.99,735,36,7000,8000
"1952",12.23,730,60,5833.33,24250
"1953",6.91,715,36,3000,7000
"1956",14.33,715,60,8333.33,21000
"1958",10.74,720,36,3458.33,9600
"1964",7.9,710,36,2750,6900
"1967",7.9,725,36,5833.33,12000
"1970",10.38,720,36,2300,6000
"1972",12.23,715,60,5833.33,16500
"1976",6.62,710,36,9583.33,7500
"1983",10.74,710,36,5416.67,10000
"1984",6.91,710,36,5200,12000
"1991",7.49,715,36,3691.67,4325
"1993",10.16,710,36,2916.67,12000
"1994",8.9,710,36,7500,6575
"1995",10.16,710,36,5166.67,9000
"1996",8.88,710,36,5250,4500
"2009",10.59,710,36,2666.67,4800
"2011",10.16,710,36,5166.67,6000
"2013",13.61,715,60,7750,24000
"2027",13.11,720,36,10666.67,17000
"2032",11.14,715,36,4389.92,9600
"2036",11.86,735,60,4166.67,20000
"2038",11.14,735,60,9166.67,20000
"2041",7.9,735,36,10400,20000
"2042",11.49,720,60,3333.33,12800
"2044",7.51,735,36,7166.67,12000
"2053",7.49,715,36,2100,6000
"2061",6.62,735,36,3500,12375
"2062",16.29,720,60,6666.67,30000
"2067",17.49,725,60,16133.33,35000
"2069",12.42,730,60,12083.33,35000
"2109",8.9,725,36,4166.67,3000
"2112",11.12,710,36,4000,7350
"2113",10.74,720,36,5000,10000
"2118",11.14,715,36,12083.33,10000
"2126",12.87,715,36,8333.33,10000
"2137",7.49,730,36,2416.67,9200
"2140",7.49,720,36,2100,8250
"2141",7.49,710,36,1666.67,1200
"2155",13.11,720,60,3333.33,11200
"2158",6.03,735,36,7916.67,18000
"2169",11.71,720,36,2166.67,5375
"2171",13.23,730,36,6666.67,19800
"2178",20.49,715,60,18750,35000
"2183",6.54,725,36,3250,4500
"2203",7.9,725,36,8666.67,20000
"2204",13.49,730,60,3200,15350
"2206",7.49,720,36,2700,4500
"2208",7.9,725,36,2583.33,15000
"2216",7.9,710,36,4300,7200
"2222",6.62,735,36,2000,3600
"2227",10.99,735,60,3416.67,12000
"2242",11.14,720,36,6666.67,12000
"2244",17.27,730,60,5416.67,33600
"2253",8.59,735,36,3250,5600
"2255",8.49,720,36,3000,5000
"2257",10.75,710,36,1750,4800
"2258",18.75,710,60,5250,24925
"2265",9.63,730,36,9166.67,5000
"2266",13.23,735,60,6666.67,25000
"2276",8.9,735,36,5000,9500
"2278",9.76,725,36,2916.67,10000
"2279",11.89,735,36,2917,6000
"2298",11.99,720,60,4583.33,14000
"2301",16.29,720,36,6666.67,3625
"2307",11.89,725,36,7250,6000
"2315",12.42,715,36,2000,4400
"2319",14.27,715,36,9166.67,30000
"2325",14.26,720,36,2240,4900
"2326",11.99,710,36,10408,14400
"2331",8.9,720,36,4416.67,8000
"2333",8.49,730,36,6706.41,5000
"2334",11.49,720,36,2666.67,4000
"2337",13.49,725,36,5000,7200
"2352",7.91,725,36,3500,12000
"2361",7.9,725,36,2333.33,7200
"2363",14.96,730,60,2500,20500
"2369",18.25,725,60,5666.67,35000
"2370",7.74,735,36,5666.67,3600
"2371",11.49,715,36,7500,20000
"2374",9.91,710,36,5000,10000
"2376",7.9,725,36,7083.33,8000
"2378",6.03,725,36,13000,12000
"2380",16.29,710,36,7083.33,28000
"2381",13.67,710,36,6250,15575
"2382",12.12,710,36,6666.67,10500
"2387",12.69,710,36,6166.67,20000
"2406",6.92,725,36,3333.33,5000
"2408",11.14,710,36,4333.33,8000
"2412",20.49,710,60,8416.67,28000
"2414",8.9,735,36,9583.33,15000
"2417",10.59,730,36,8333.33,10000
"2424",7.88,720,36,4985,3700
"2437",14.79,710,60,3000,9500
"2446",8.9,725,36,4666.67,16200
"2448",18.49,715,60,6000,25875
"2451",14.79,710,60,6166.67,14000
"2457",17.27,710,60,4166.67,21850
"2460",11.14,720,36,3916.67,10000
"2461",14.09,710,36,19583.33,20000
"2462",7.9,720,36,3333.33,1000
"2464",7.9,735,36,2666.67,15000
"2468",7.29,730,36,2333.33,9800
"2469",7.29,715,36,6333,3500
"2478",8.9,730,36,25000,17500
"2479",11.71,725,36,5416.67,20000
"2483",7.51,720,36,7075.5,4500
"2491",11.71,710,36,4500,10000
"2492",7.62,720,36,3983.33,8475
"2493",10.08,710,36,5166.67,6400
"18",10.37,740,60,4333.33,14000
"20",9.99,760,60,3750,5200
"29",8.59,765,36,4167,3000
"30",7.9,760,36,3958.33,14500
"36",7.9,780,36,5583.33,8000
"38",7.62,830,36,3750,20125
"49",7.49,785,60,4600,5450
"51",10.38,750,60,3750,8800
"60",8.59,755,36,4583.33,1000
"77",6.76,790,36,2666.67,4500
"82",7.62,760,36,5833.33,3225
"87",8.9,810,36,3041.67,4200
"89",7.51,750,36,4800,6000
"92",7.62,765,36,6000,16000
"96",6.62,750,36,10000,7000
"97",5.99,765,36,10000,4500
"103",6.62,740,36,5250,12000
"106",7.62,765,36,3500,8000
"111",7.9,775,36,18333.33,35000
"112",6.03,815,36,9583.33,9000
"113",6.17,745,36,4234,4000
"119",6.03,765,36,6000,14000
"124",8.49,760,60,9000,14000
"137",6.62,805,36,10000,34500
"138",5.79,745,36,12500,10000
"139",9.88,740,36,4500,3200
"161",6.92,745,36,3000,8400
"162",7.9,740,36,4500,15000
"176",10.38,750,60,3000,7200
"177",7.9,800,60,4000,4000
"178",11.14,740,36,8333.33,5300
"186",6.03,745,36,6100,8500
"188",8.59,740,36,5000,6200
"191",13.11,745,60,8333.33,19200
"196",6.17,745,36,5733.58,2000
"197",10.59,755,60,4000,18000
"198",11.48,790,36,11666.67,20800
"203",8,750,36,7583.33,7000
"206",8.94,750,36,4750,12000
"208",7.9,755,36,4625,20000
"219",11.14,760,36,7916.67,15200
"226",6.03,750,36,6250,9600
"236",12.84,750,36,3500,20000
"240",6.99,760,36,3333.33,3300
"243",7.74,750,36,5166.67,5000
"245",6.62,750,36,5750,13250
"246",8.59,790,36,10167,10000
"247",10.75,740,36,8416.67,20000
"251",8.94,760,36,4200,11000
"261",5.99,750,36,3000,8400
"264",10.99,800,36,7083.33,7500
"265",9.62,805,60,7695.08,24000
"282",6.62,780,36,3000,8000
"293",6.03,750,36,2916.67,4000
"294",11.71,745,60,5416.67,20000
"298",6.62,775,36,7125,12000
"299",8.9,750,36,4166.67,17600
"303",6.62,800,36,16083.33,16800
"304",10.38,755,60,2738.67,6500
"305",7.9,790,36,12083.33,35000
"307",9.91,750,36,3166.67,5000
"310",7.9,770,36,12083.33,35000
"312",7.9,795,36,6250,17000
"318",14.33,740,60,1500,4750
"321",6.03,785,36,12083.33,5000
"322",11.99,755,60,3583.33,12000
"334",10.38,755,60,5000,9500
"335",5.79,780,60,4166.67,12000
"341",5.42,785,36,7466.83,4800
"352",5.99,790,36,5000,5075
"355",13.49,760,60,15583.33,35000
"358",7.9,740,36,7083.33,16000
"367",7.43,800,36,NA,5000
"369",6.62,740,36,5208.33,10000
"373",5.42,770,36,3750,4075
"374",10.75,755,60,3584.62,14500
"379",6.03,790,36,3416.67,7200
"399",6.62,780,36,5000,5000
"400",11.71,775,60,2750,16500
"403",6.03,755,36,2940.25,10000
"409",6.62,750,36,5833.33,5600
"436",5.79,760,36,4666.67,4000
"444",6.91,760,60,4583.33,23000
"463",9.63,780,60,5000,16000
"472",13.11,740,60,4833.33,28625
"474",9.76,780,60,7083.33,7500
"507",9.99,745,60,1958.33,15000
"515",11.14,760,36,6333.33,17000
"516",10.74,745,60,5000,7350
"517",10.25,775,36,4841.67,10000
"519",7.14,760,36,3807.64,7000
"522",6.03,750,36,2583.33,4225
"524",6.76,755,36,4750,2500
"527",6.03,750,36,7083.33,6000
"532",9.32,775,36,2083.33,5000
"542",7.62,740,36,2916.67,5000
"549",6.62,740,36,3333.33,9000
"559",11.89,740,36,5050,20000
"561",9.76,740,36,5416.67,17000
"568",6.17,770,60,1667,5000
"590",10.16,760,36,9220,35000
"591",6.99,750,36,2250,1700
"592",7.51,790,36,4833,8800
"593",12.18,740,36,8910.42,24250
"602",7.88,780,36,10417,15000
"610",7.9,800,36,7000,28000
"613",8.9,750,60,3750,7200
"615",5.42,790,36,6333.33,4800
"624",6.03,740,36,6666.67,12300
"625",7.51,755,36,4250,24000
"629",9.63,785,36,3500,13000
"660",14.33,760,36,4166.67,12000
"661",6.54,795,60,5000,20000
"673",6.03,745,36,7500,14000
"676",6.17,745,36,1600,2000
"686",7.74,785,36,1500,6500
"701",11.09,745,36,18333.33,21000
"707",6.03,780,36,7333.33,16000
"717",7.62,775,36,5666.67,12000
"736",6.17,770,36,8083.33,20000
"779",10.59,745,60,3958,2500
"781",15.31,745,60,5666.67,25000
"792",13.11,745,36,5833.33,26500
"799",12.18,745,36,1125,8000
"807",9.63,790,36,4250,8000
"808",10.08,755,36,7916.67,25000
"809",10.25,750,36,7083.33,20000
"816",6.03,780,36,4766.67,7750
"825",10.36,765,60,3333.33,25000
"833",6.62,790,36,9833.33,12000
"834",11.12,775,60,5686.67,24000
"836",6.99,745,36,3750,5000
"841",7.29,740,36,6048,9600
"843",11.49,780,60,3333.33,25000
"844",7.9,810,36,13416.67,30000
"849",7.9,765,36,2300,7000
"850",10.62,760,36,2416.67,20000
"856",6.62,765,36,4166.67,9000
"865",6.03,750,36,5000,9000
"868",6.62,770,36,12500,14400
"872",6.62,740,36,5833.33,12000
"875",10.38,780,60,3791.67,12000
"877",8.9,745,36,1558.33,3600
"883",7.51,785,36,10416.67,30000
"885",6.62,740,36,4166.67,8500
"886",7.9,745,36,13100,14400
"887",7.14,765,36,3750,8000
"894",6.03,770,36,6583.33,4000
"902",5.42,780,36,7500,10000
"904",9.32,780,36,4166.67,12500
"919",7.14,750,36,3916.67,5500
"920",7.9,770,36,2916.67,15000
"922",8.07,760,36,5100,7200
"931",7.66,740,36,5416.67,12000
"933",8.9,760,36,2833.33,4750
"951",13.11,740,60,2500,8800
"953",5.79,765,36,6700,12000
"955",11.71,755,60,6250,25000
"964",8.32,750,36,6666.67,10000
"969",7.62,765,36,7500,3500
"972",10.16,765,36,9583.33,30000
"977",13.43,745,60,5000,16000
"980",15.23,760,60,10000,35000
"982",12.18,740,36,5000,24250
"983",6.03,790,36,12916.67,16000
"985",11.12,750,60,8500,17000
"986",7.75,760,36,666.67,5400
"996",7.9,755,36,6916.67,19725
"1001",6.62,760,36,4333.33,9600
"1006",7.88,790,60,19583,20000
"1009",12.12,790,60,8750,32400
"1012",7.88,745,36,4738.67,12300
"1039",5.42,785,36,2583.33,7500
"1040",7.88,785,36,11666.67,24000
"1045",5.99,765,36,6666.67,9800
"1049",11.99,745,60,4666.67,17000
"1061",7.9,760,36,3416.67,4700
"1068",6.03,780,36,3500,9100
"1081",7.9,760,36,4583.33,16500
"1082",11.89,745,36,6000,18000
"1093",5.99,760,36,7250,8000
"1100",12.12,750,60,5833.33,30000
"1103",7.51,805,36,3208.33,6500
"1111",11.14,795,60,3250,10000
"1121",6.62,765,36,4416.67,12000
"1122",6.03,765,36,3125,5000
"1123",9.99,750,36,4583.33,14000
"1125",8.9,765,36,2750,10750
"1126",12.99,740,60,8333.33,24000
"1129",5.99,740,36,2500,3300
"1131",16.89,745,60,5416.67,35000
"1133",8.9,755,60,8333.33,18000
"1136",5.79,765,36,8000,12000
"1141",11.99,755,36,8750,12100
"1143",5.99,770,36,2666.67,4900
"1146",7.88,760,36,3333.33,12000
"1153",6.76,755,36,3350,4000
